Variable;Código;Etiqueta
Mnadif;0904;San Carlos Sija
Mnadif;0905;Sibilia
Mnadif;0906;Cabricán
Mnadif;0907;Cajolá
Mnadif;0908;San Miguel Siguilá
Mnadif;0909;Ostuncalco
Mnadif;0910;San Mateo
Mnadif;0911;Concepción Chiquirichapa
Mnadif;0912;San Martín Sacatepéquez
Mnadif;0913;Almolonga
Mnadif;0914;Cantel
Mnadif;0915;Huitán
Mnadif;0916;Zunil
Mnadif;0917;Colomba
Mnadif;0918;San Francisco la Unión
Mnadif;0919;El Palmar
Mnadif;0920;Coatepeque
Mnadif;0921;Génova
Mnadif;0922;Flores Costa Cuca
Mnadif;0923;La Esperanza
Mnadif;0924;Palestina de los Altos
Mnadif;1001;Mazatenango
Mnadif;1002;Cuyotenango
Mnadif;1003;San Francisco Zapotitlán
Mnadif;1004;San Bernardino
Mnadif;1005;San José el Idolo
Mnadif;1006;Santo Domingo Suchitepéquez
Mnadif;1007;San Lorenzo
Mnadif;1008;Samayac
Mnadif;1009;San Pablo Jocopilas
Mnadif;1010;San Antonio Suchitepéquez
Mnadif;1011;San Miguel Panán
Mnadif;1012;San Gabriel
Mnadif;1013;Chicacao
Mnadif;1014;Patulul
Mnadif;1015;Santa Bárbara
Mnadif;1016;San Juan Bautista
Mnadif;1017;Santo Tomás la Unión
Mnadif;1018;Zunilito
Mnadif;1019;Pueblo Nuevo
Mnadif;1020;Río Bravo
Mnadif;1101;Retalhuleu
Mnadif;1102;San Sebastián
Mnadif;1103;Santa Cruz Muluá
Mnadif;1104;San Martín Zapotitlán
Mnadif;1105;San Felipe
Mnadif;1106;San Andrés Villa Seca
Mnadif;1107;Champerico
Mnadif;1108;Nuevo San Carlos
Mnadif;1109;El Asintal
Mnadif;1201;San Marcos
Mnadif;1202;San Pedro Sacatepéquez
Mnadif;1203;San Antonio Sacatepéquez
Mnadif;1204;Comitancillo
Mnadif;1205;San Miguel Ixtahuacán
Mnadif;1206;Concepción Tutuapa
Mnadif;1207;Tacaná
Mnadif;1208;Sibinal
Mnadif;1209;Tajumulco
Mnadif;1210;Tejutla
Mnadif;1211;San Rafael Pié de la Cuesta
Mnadif;1212;Nuevo Progreso
Mnadif;1213;El Tumbador
Mnadif;1214;El Rodeo
Mnadif;1215;Malacatán
Mnadif;1216;Catarina
Mnadif;1217;Ayutla
Mnadif;1218;Ocós
Mnadif;1219;San Pablo
Mnadif;1220;El Quetzal
Mnadif;1221;La Reforma
Mnadif;1222;Pajapita
Mnadif;1223;Ixchiguán
Mnadif;1224;San José Ojetenán
Mnadif;1225;San Cristóbal Cucho
Mnadif;1226;Sipacapa
Mnadif;1227;Esquipulas Palo Gordo
Mnadif;1228;Río Blanco
Mnadif;1229;San Lorenzo
Mnadif;1301;Huehuetenango
Mnadif;1302;Chiantla
Mnadif;1303;Malacatancito
Mnadif;1304;Cuilco
Mnadif;1305;Nentón
Mnadif;1306;San Pedro Necta
Mnadif;1307;Jacaltenango
Mnadif;1308;Soloma
Mnadif;1309;Ixtahuacán
Mnadif;1310;Santa Bárbara
Mnadif;1311;La Libertad
Mnadif;1312;La Democracia
Mnadif;1313;San Miguel Acatán
Mnadif;1314;San Rafael la Independencia
Mnadif;1315;Todos Santos Cuchumatán
Mnadif;1316;San Juan Atitán
Mnadif;1317;Santa Eulalia
Mnadif;1318;San Mateo Ixtatán
Mnadif;1319;Colotenango
Mnadif;1320;San Sebastián Huehuetenango
Mnadif;1321;Tectitán
Mnadif;1322;Concepción Huista
Mnadif;1323;San Juan Ixcoy
Mnadif;1324;San Antonio Huista
Mnadif;1325;San Sebastián Coatán
Mnadif;1326;Barillas
Mnadif;1327;Aguacatán
Mnadif;1328;San Rafael Petzal
Mnadif;1329;San Gaspar Ixchil
Mnadif;1330;Santiago Chimaltenango
Mnadif;1331;Santa Ana Huista
Mnadif;1332;Unión Cantinil
Mnadif;1401;Santa Cruz del Quiché
Mnadif;1402;Chiché
Mnadif;1403;Chinique
Mnadif;1404;Zacualpa
Mnadif;1405;Chajul
Mnadif;1406;Chichicastenango
Mnadif;1407;Patzité
Mnadif;1408;San Antonio Ilotenango
Mnadif;1409;San Pedro Jocopilas
Mnadif;1410;Cunén
Mnadif;1411;San Juan Cotzal
Mnadif;1412;Joyabaj
Mnadif;1413;Nebaj
Mnadif;1414;San Andrés Sajcabajá
Mnadif;1415;Uspantán
Mnadif;1416;Sacapulas
Mnadif;1417;San Bartolomé Jocotenango
Mnadif;1418;Canillá
Mnadif;1419;Chicamán
Mnadif;1420;Ixcán
Mnadif;1421;Pachalum
Mnadif;1501;Salamá
Mnadif;1502;San Miguel Chicaj
Mnadif;1503;Rabinal
Mnadif;1504;Cubulco
Mnadif;1505;Granados
Mnadif;1506;El Chol
Mnadif;1507;San Jerónimo
Mnadif;1508;Purulhá
Mnadif;1601;Cobán
Mnadif;1602;Santa Cruz Verapaz
Mnadif;1603;San Cristóbal Verapaz
Mnadif;1604;Tactic
Mnadif;1605;Tamahú
Mnadif;1606;Tucurú
Mnadif;1607;Panzós
Mnadif;1608;Senahú
Mnadif;1609;San Pedro Carchá
Mnadif;1610;San Juan Chamelco
Mnadif;1611;Lanquín
Mnadif;1612;Cahabón
Mnadif;1613;Chisec
Mnadif;1614;Chahal
Mnadif;1615;Fray Bartolomé de las Casas
Mnadif;1616;Santa Catalina la Tinta
Mnadif;1617;Raxruhá
Mnadif;1701;Flores
Mnadif;1702;San José
Mnadif;1703;San Benito
Mnadif;1704;San Andrés
Mnadif;1705;La Libertad
Mnadif;1706;San Francisco
Mnadif;1707;Santa Ana
Mnadif;1708;Dolores
Mnadif;1709;San Luis
Mnadif;1710;Sayaxché
Mnadif;1711;Melchor de Mencos
Mnadif;1712;Poptún
Mnadif;1713;Las Cruces
Mnadif;1801;Puerto Barrios
Mnadif;1802;Livingston
Mnadif;1803;El Estor
Mnadif;1804;Morales
Mnadif;1805;Los Amates
Mnadif;1901;Zacapa
Mnadif;1902;Estanzuela
Mnadif;1903;Río Hondo
Mnadif;1904;Gualán
Mnadif;1905;Teculután
Mnadif;1906;Usumatlán
Mnadif;1907;Cabañas
Mnadif;1908;San Diego
Mnadif;1909;La Unión
Mnadif;1910;Huité
Mnadif;2001;Chiquimula
Mnadif;2002;San José La Arada
Mnadif;2003;San Juan Ermita
Mnadif;2004;Jocotán
Mnadif;2005;Camotán
Mnadif;2006;Olopa
Mnadif;2007;Esquipulas
Mnadif;2008;Concepción Las Minas
Mnadif;2009;Quetzaltepeque
Mnadif;2010;San Jacinto
Mnadif;2011;Ipala
Mnadif;2101;Jalapa
Mnadif;2102;San Pedro Pinula
Mnadif;2103;San Luis Jilotepeque
Mnadif;2104;San Manuel Chaparrón
Mnadif;2105;San Carlos Alzatate
Mnadif;2106;Monjas
Mnadif;2107;Mataquescuintla
Mnadif;2201;Jutiapa
Mnadif;2202;El Progreso
Mnadif;2203;Santa Catarina Mita
Mnadif;2204;Agua Blanca
Mnadif;2205;Asunción Mita
Mnadif;2206;Yupiltepeque
Mnadif;2207;Atescatempa
Mnadif;2208;Jerez
Mnadif;2209;El Adelanto
Mnadif;2210;Zapotitlán
Mnadif;2211;Comapa
Mnadif;2212;Jalpatagua
Mnadif;2213;Conguaco
Mnadif;2214;Moyuta
Mnadif;2215;Pasaco
Mnadif;2216;San José Acatempa
Mnadif;2217;Quesada
Mnadif;2300;Extranjero
Mnadif;9999;Ignorado
Nacdif;32;Argentina
Nacdif;44;Bahamas
Nacdif;56;Bélgica
Nacdif;68;Bolivia
Nacdif;76;Brasil
Nacdif;84;Belice
Nacdif;124;Canadá
Nacdif;152;Chile
Nacdif;156;China
Nacdif;170;Colombia
Nacdif;188;Costa Rica
Nacdif;192;Cuba
Nacdif;214;República Dominicana
Nacdif;218;Ecuador
Nacdif;222;El Salvador
Nacdif;276;Alemania
Nacdif;320;Guatemala
Nacdif;340;Honduras
Nacdif;376;Israel
Nacdif;380;Italia
Nacdif;392;Japón
Nacdif;400;Jordania
Nacdif;410;Corea Del Sur
Nacdif;568;Gran Bretaña
Nacdif;600;Paraguay
Nacdif;604;Perú
Nacdif;616;Polonia
Nacdif;620;Portugal
Nacdif;630;Puerto Rico
Nacdif;643;Rusia
Nacdif;718;Holanda
Nacdif;720;Nicaragua
Nacdif;723;México
Nacdif;724;España
Nacdif;756;Suiza
Nacdif;840;Estados Unidos de América
Nacdif;1020;Francia
Nacdif;1026;Panamá
Nacdif;9999;Ignorado
Dredif;1;Guatemala
Dredif;2;El Progreso
Dredif;3;Sacatepéquez
Dredif;4;Chimaltenango
Dredif;5;Escuintla
Dredif;6;Santa Rosa
Dredif;7;Sololá
Dredif;8;Totonicapán
Dredif;9;Quetzaltenango
Dredif;10;Suchitepéquez
Dredif;11;Retalhuleu
Dredif;12;San Marcos
Dredif;13;Huehuetenango
Dredif;14;Quiché
Dredif;15;Baja Verapaz
Dredif;16;Alta Verapaz
Dredif;17;Petén
Dredif;18;Izabal
Dredif;19;Zacapa
Dredif;20;Chiquimula
Dredif;21;Jalapa
Dredif;22;Jutiapa
Dredif;23;Extranjero
Dredif;99;Ignorado
Mredif;0101;Guatemala
Mredif;0102;Santa Catarina Pinula
Mredif;0103;San José Pinula
Mredif;0104;San José del Golfo
Mredif;0105;Palencia
Mredif;0106;Chinautla
Mredif;0107;San Pedro Ayampuc
Mredif;0108;Mixco
Mredif;0109;San Pedro Sacatepéquez
Mredif;0110;San Juan Sacatepéquez
Mredif;0111;San Raymundo
Mredif;0112;Chuarrancho
Mredif;0113;Fraijanes
Mredif;0114;Amatitlán
Mredif;0115;Villa Nueva
Mredif;0116;Villa Canales
Mredif;0117;Petapa
Mredif;0201;Guastatoya
Mredif;0202;Morazán
Mredif;0203;San Agustín Acasaguastlán
Mredif;0204;San Cristóbal Acasaguastlán
Mredif;0205;El Jícaro
Mredif;0206;Sansare
Mredif;0207;Sanarate
Mredif;0208;San Antonio la Paz
Mredif;0301;Antigua Guatemala
Mredif;0302;Jocotenango
Mredif;0303;Pastores
Mredif;0304;Sumpango
Mredif;0305;Santo Domingo Xenacoj
Mredif;0306;Santiago Sacatepéquez
Mredif;0307;San Bartolomé Milpas Altas
Mredif;0308;San Lucas Sacatepéquez
Mredif;0309;Santa Lucía Milpas Altas
Mredif;0310;Magdalena Milpas Altas
Mredif;0311;Santa María de Jesús
Mredif;0312;Ciudad Vieja
Mredif;0313;San Miguel Dueñas
Mredif;0314;Alotenango
Mredif;0315;San Antonio Aguas Calientes
Mredif;0316;Santa Catarina Barahona
Mredif;0401;Chimaltenango
Mredif;0402;San José Poaquil
Mredif;0403;San Martín Jilotepeque
Mredif;0404;Comalapa
Mredif;0405;Santa Apolonia
Mredif;0406;Tecpán Guatemala
Mredif;0407;Patzún
Mredif;0408;Pochuta
Mredif;0409;Patzicía
Mredif;0410;Santa Cruz Balanyá
Mredif;0411;Acatenango
Mredif;0412;Yepocapa
Mredif;0413;San Andrés Itzapa
Mredif;0414;Parramos
Mredif;0415;Zaragoza
Mredif;0416;El Tejar
Mredif;0501;Escuintla
Mredif;0502;Santa Lucía Cotzumalguapa
Mredif;0503;La Democracia
Mredif;0504;Siquinalá
Mredif;0505;Masagua
Mredif;0506;Tiquisate
Mredif;0507;La Gomera
Mredif;0508;Guanagazapa
Mredif;0509;San José
Mredif;0510;Iztapa
Mredif;0511;Palín
Mredif;0512;San Vicente Pacaya
Mredif;0513;Nueva Concepción
Mredif;0601;Cuilapa
Mredif;0602;Barberena
Mredif;0603;Santa Rosa de Lima
Mredif;0604;Casillas
Mredif;0605;San Rafael las Flores
Mredif;0606;Oratorio
Mredif;0607;San Juan Tecuaco
Mredif;0608;Chiquimulilla
Mredif;0609;Taxisco
Mredif;0610;Santa María Ixhuatán
Mredif;0611;Guazacapán
Mredif;0612;Santa Cruz Naranjo
Mredif;0613;Pueblo Nuevo Viñas
Mredif;0614;Nueva Santa Rosa
Mredif;0701;Sololá
Mredif;0702;San José Chacayá
Mredif;0703;Santa María Visitación
Mredif;0704;Santa Lucía Utatlán
Mredif;0705;Nahualá
Mredif;0706;Santa Catarina Ixtahuacán
Mredif;0707;Santa Clara la Laguna
Mredif;0708;Concepción
Mredif;0709;San Andrés Semetabaj
Mredif;0710;Panajachel
Mredif;0711;Santa Catarina Palopó
Mredif;0712;San Antonio Palopó
Mredif;0713;San Lucas Tolimán
Mredif;0714;Santa Cruz la Laguna
Mredif;0715;San Pablo la Laguna
Mredif;0716;San Marcos la Laguna
Mredif;0717;San Juan la Laguna
Mredif;0718;San Pedro la Laguna
Mredif;0719;Santiago Atitlán
Mredif;0801;Totonicapán
Mredif;0802;San Cristóbal Totonicapán
Mredif;0803;San Francisco el Alto
Mredif;0804;San Andrés Xecul
Mredif;0805;Momostenango
Mredif;0806;Santa María Chiquimula
Mredif;0807;Santa Lucía la Reforma
Mredif;0808;San Bartolo
Mredif;0901;Quetzaltenango
Mredif;0902;Salcajá
Mredif;0903;Olintepeque
Mredif;0904;San Carlos Sija
Mredif;0905;Sibilia
Mredif;0906;Cabricán
Mredif;0907;Cajolá
Mredif;0908;San Miguel Siguilá
Mredif;0909;Ostuncalco
Mredif;0910;San Mateo
Mredif;0911;Concepción Chiquirichapa
Mredif;0912;San Martín Sacatepéquez
Mredif;0913;Almolonga
Mredif;0914;Cantel
Mredif;0915;Huitán
Mredif;0916;Zunil
Mredif;0917;Colomba
Mredif;0918;San Francisco la Unión
Mredif;0919;El Palmar
Mredif;0920;Coatepeque
Mredif;0921;Génova
Mredif;0922;Flores Costa Cuca
Mredif;0923;La Esperanza
Mredif;0924;Palestina de los Altos
Mredif;1001;Mazatenango
Mredif;1002;Cuyotenango
Mredif;1003;San Francisco Zapotitlán
Mredif;1004;San Bernardino
Mredif;1005;San José el Idolo
Mredif;1006;Santo Domingo Suchitepéquez
Mredif;1007;San Lorenzo
Mredif;1008;Samayac
Mredif;1009;San Pablo Jocopilas
Mredif;1010;San Antonio Suchitepéquez
Mredif;1011;San Miguel Panán
Mredif;1012;San Gabriel
Mredif;1013;Chicacao
Mredif;1014;Patulul
Mredif;1015;Santa Bárbara
Mredif;1016;San Juan Bautista
Mredif;1017;Santo Tomás la Unión
Mredif;1018;Zunilito
Mredif;1019;Pueblo Nuevo
Mredif;1020;Río Bravo
Mredif;1101;Retalhuleu
Mredif;1102;San Sebastián
Mredif;1103;Santa Cruz Muluá
Mredif;1104;San Martín Zapotitlán
Mredif;1105;San Felipe
Mredif;1106;San Andrés Villa Seca
Mredif;1107;Champerico
Mredif;1108;Nuevo San Carlos
Mredif;1109;El Asintal
Mredif;1201;San Marcos
Mredif;1202;San Pedro Sacatepéquez
Mredif;1203;San Antonio Sacatepéquez
Mredif;1204;Comitancillo
Mredif;1205;San Miguel Ixtahuacán
Mredif;1206;Concepción Tutuapa
Mredif;1207;Tacaná
Mredif;1208;Sibinal
Mredif;1209;Tajumulco
Mredif;1210;Tejutla
Mredif;1211;San Rafael Pié de la Cuesta
Mredif;1212;Nuevo Progreso
Mredif;1213;El Tumbador
Mredif;1214;El Rodeo
Mredif;1215;Malacatán
Mredif;1216;Catarina
Mredif;1217;Ayutla
Mredif;1218;Ocós
Mredif;1219;San Pablo
Mredif;1220;El Quetzal
Mredif;1221;La Reforma
Mredif;1222;Pajapita
Mredif;1223;Ixchiguán
Mredif;1224;San José Ojetenán
Mredif;1225;San Cristóbal Cucho
Mredif;1226;Sipacapa
Mredif;1227;Esquipulas Palo Gordo
Mredif;1228;Río Blanco
Mredif;1229;San Lorenzo
Mredif;1301;Huehuetenango
Mredif;1302;Chiantla
Mredif;1303;Malacatancito
Mredif;1304;Cuilco
Mredif;1305;Nentón
Mredif;1306;San Pedro Necta
Mredif;1307;Jacaltenango
Mredif;1308;Soloma
Mredif;1309;Ixtahuacán
Mredif;1310;Santa Bárbara
Mredif;1311;La Libertad
Mredif;1312;La Democracia
Mredif;1313;San Miguel Acatán
Mredif;1314;San Rafael la Independencia
Mredif;1315;Todos Santos Cuchumatán
Mredif;1316;San Juan Atitán
Mredif;1317;Santa Eulalia
Mredif;1318;San Mateo Ixtatán
Mredif;1319;Colotenango
Mredif;1320;San Sebastián Huehuetenango
Mredif;1321;Tectitán
Mredif;1322;Concepción Huista
Mredif;1323;San Juan Ixcoy
Mredif;1324;San Antonio Huista
Mredif;1325;San Sebastián Coatán
Mredif;1326;Barillas
Mredif;1327;Aguacatán
Mredif;1328;San Rafael Petzal
Mredif;1329;San Gaspar Ixchil
Mredif;1330;Santiago Chimaltenango
Mredif;1331;Santa Ana Huista
Mredif;1332;Unión Cantinil
Mredif;1401;Santa Cruz del Quiché
Mredif;1402;Chiché
Mredif;1403;Chinique
Mredif;1404;Zacualpa
Mredif;1405;Chajul
Mredif;1406;Chichicastenango
Mredif;1407;Patzité
Mredif;1408;San Antonio Ilotenango
Mredif;1409;San Pedro Jocopilas
Mredif;1410;Cunén
Mredif;1411;San Juan Cotzal
Mredif;1412;Joyabaj
Mredif;1413;Nebaj
Mredif;1414;San Andrés Sajcabajá
Mredif;1415;Uspantán
Mredif;1416;Sacapulas
Mredif;1417;San Bartolomé Jocotenango
Mredif;1418;Canillá
Mredif;1419;Chicamán
Mredif;1420;Ixcán
Mredif;1421;Pachalum
Mredif;1501;Salamá
Mredif;1502;San Miguel Chicaj
Mredif;1503;Rabinal
Mredif;1504;Cubulco
Mredif;1505;Granados
Mredif;1506;El Chol
Mredif;1507;San Jerónimo
Mredif;1508;Purulhá
Mredif;1601;Cobán
Mredif;1602;Santa Cruz Verapaz
Mredif;1603;San Cristóbal Verapaz
Mredif;1604;Tactic
Mredif;1605;Tamahú
Mredif;1606;Tucurú
Mredif;1607;Panzós
Mredif;1608;Senahú
Mredif;1609;San Pedro Carchá
Mredif;1610;San Juan Chamelco
Mredif;1611;Lanquín
Mredif;1612;Cahabón
Mredif;1613;Chisec
Mredif;1614;Chahal
Mredif;1615;Fray Bartolomé de las Casas
Mredif;1616;Santa Catalina la Tinta
Mredif;1617;Raxruhá
Mredif;1701;Flores
Mredif;1702;San José
Mredif;1703;San Benito
Mredif;1704;San Andrés
Mredif;1705;La Libertad
Mredif;1706;San Francisco
Mredif;1707;Santa Ana
Mredif;1708;Dolores
Mredif;1709;San Luis
Mredif;1710;Sayaxché
Mredif;1711;Melchor de Mencos
Mredif;1712;Poptún
Mredif;1713;Las Cruces
Mredif;1801;Puerto Barrios
Mredif;1802;Livingston
Mredif;1803;El Estor
Mredif;1804;Morales
Mredif;1805;Los Amates
Mredif;1901;Zacapa
Mredif;1902;Estanzuela
Mredif;1903;Río Hondo
Mredif;1904;Gualán
Mredif;1905;Teculután
Mredif;1906;Usumatlán
Mredif;1907;Cabañas
Mredif;1908;San Diego
Mredif;1909;La Unión
Mredif;1910;Huité
Mredif;2001;Chiquimula
Mredif;2002;San José La Arada
Mredif;2003;San Juan Ermita
Mredif;2004;Jocotán
Mredif;2005;Camotán
Mredif;2006;Olopa
Mredif;2007;Esquipulas
Mredif;2008;Concepción Las Minas
Mredif;2009;Quetzaltepeque
Mredif;2010;San Jacinto
Mredif;2011;Ipala
Mredif;2101;Jalapa
Mredif;2102;San Pedro Pinula
Mredif;2103;San Luis Jilotepeque
Mredif;2104;San Manuel Chaparrón
Mredif;2105;San Carlos Alzatate
Mredif;2106;Monjas
Mredif;2107;Mataquescuintla
Mredif;2201;Jutiapa
Mredif;2202;El Progreso
Mredif;2203;Santa Catarina Mita
Mredif;2204;Agua Blanca
Mredif;2205;Asunción Mita
Mredif;2206;Yupiltepeque
Mredif;2207;Atescatempa
Mredif;2208;Jerez
Mredif;2209;El Adelanto
Mredif;2210;Zapotitlán
Mredif;2211;Comapa
Mredif;2212;Jalpatagua
Mredif;2213;Conguaco
Mredif;2214;Moyuta
Mredif;2215;Pasaco
Mredif;2216;San José Acatempa
Mredif;2217;Quesada
Mredif;2300;Extranjero
Mredif;9999;Ignorado
